yil/ay/gun,yil,ay,ayAdi,gun,gunAdi,saat,dakika,saniye,konum,alanIsmi,tasitTipi
2024/10/24,2024,10,Ekim,24,Perşembe,18,7,50,kampus_giris,poly_down,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,7,51,kampus_giris,poly_up,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,13,50,kampus_giris,poly_up,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,17,40,kampus_giris,poly_up,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,20,51,kampus_giris,poly_up,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,20,51,kampus_giris,poly_up,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,20,52,kampus_giris,poly_up,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,21,17,kampus_giris,poly_up,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,21,18,kampus_giris,poly_up,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,33,50,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,41,31,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,41,31,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,44,32,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,44,32,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,44,34,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,44,43,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,44,45,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,44,46,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,44,53,kampus_giris,cikis,bus
2024/10/24,2024,10,Ekim,24,Perşembe,18,47,21,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,47,35,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,47,43,kampus_giris,cikis,ambulance
2024/10/24,2024,10,Ekim,24,Perşembe,18,47,49,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,47,51,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,48,8,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,48,18,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,48,22,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,48,24,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,48,28,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,50,55,kampus_giris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,18,51,8,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,51,9,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,51,17,kampus_giris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,18,51,17,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,51,20,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,51,40,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,51,47,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,52,41,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,52,50,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,18,52,52,kampus_giris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,18,52,56,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,18,53,19,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,20,52,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,20,53,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,20,55,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,20,59,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,20,59,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,21,12,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,21,18,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,21,30,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,21,34,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,21,41,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,21,46,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,22,25,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,22,28,kampus_giris,cikis,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,22,44,kampus_giris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,22,46,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,22,46,kampus_giris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,25,1,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,25,10,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,25,42,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,27,50,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,27,53,kampus_giris,cikis,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,28,5,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,29,39,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,29,40,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,29,44,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,29,46,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,30,25,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,33,26,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,33,50,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,1,kampus_giris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,9,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,10,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,15,kampus_giris,cikis,bus
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,17,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,23,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,44,kampus_giris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,44,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,45,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,48,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,34,58,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,35,2,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,35,11,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,35,20,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,35,24,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,35,30,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,35,34,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,35,38,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,2,kampus_giris,cikis,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,6,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,8,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,11,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,12,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,14,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,14,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,17,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,21,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,22,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,22,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,25,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,36,56,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,37,7,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,37,47,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,37,49,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,37,53,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,38,9,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,38,11,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,40,36,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,10,kampus_giris,cikis,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,19,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,30,kampus_giris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,30,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,38,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,42,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,46,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,48,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,48,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,53,kampus_giris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,57,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,58,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,41,59,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,9,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,10,kampus_giris,cikis,bus
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,12,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,36,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,47,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,48,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,52,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,54,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,55,kampus_giris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,58,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,42,58,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,43,3,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,43,12,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,43,30,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,46,57,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,46,57,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,1,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,1,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,5,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,6,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,8,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,14,kampus_giris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,14,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,16,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,22,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,49,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,47,52,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,3,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,12,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,15,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,21,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,23,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,30,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,39,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,48,58,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,2,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,7,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,24,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,33,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,36,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,40,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,44,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,50,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,49,57,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,1,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,4,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,20,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,24,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,25,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,26,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,29,kampus_giris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,33,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,34,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,44,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,46,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,50,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,55,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,50,59,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,51,2,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,51,15,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,51,19,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,51,35,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,51,46,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,52,11,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,52,16,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,52,22,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,52,29,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,52,42,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,1,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,3,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,6,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,13,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,13,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,17,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,21,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,28,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,29,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,32,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,36,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,39,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,44,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,45,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,48,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,50,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,51,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,53,55,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,54,2,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,54,9,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,54,59,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,3,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,5,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,9,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,11,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,30,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,37,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,44,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,55,50,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,56,2,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,56,15,kampus_giris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,19,56,26,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,56,32,kampus_giris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,19,57,48,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,57,48,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,57,49,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,57,54,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,57,59,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,6,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,9,kampus_giris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,11,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,13,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,16,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,21,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,21,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,24,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,26,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,27,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,27,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,30,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,31,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,33,kampus_giris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,36,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,19,58,36,kampus_giris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,9,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,25,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,26,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,28,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,28,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,29,kampusGiris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,31,kampusGiris,cikis,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,32,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,33,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,34,kampusGiris,cikis,ambulance
2024/10/24,2024,10,Ekim,24,Perşembe,21,43,40,kampusGiris,cikis,bus
2024/10/24,2024,10,Ekim,24,Perşembe,21,44,8,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,44,16,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,44,23,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,44,31,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,44,34,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,44,35,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,44,50,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,6,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,20,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,26,kampusGiris,cikis,ambulance
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,34,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,36,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,38,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,46,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,47,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,45,50,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,2,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,19,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,26,kampusGiris,cikis,bus
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,27,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,29,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,37,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,38,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,40,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,56,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,46,56,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,4,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,9,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,13,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,19,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,19,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,21,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,27,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,33,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,37,kampusGiris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,39,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,40,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,53,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,47,58,kampusGiris,giris,bus
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,0,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,0,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,6,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,8,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,14,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,31,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,54,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,48,57,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,49,20,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,49,22,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,49,26,kampusGiris,giris,van
2024/10/24,2024,10,Ekim,24,Perşembe,21,49,38,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,50,7,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,50,33,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,50,39,kampusGiris,cikis,bus
2024/10/24,2024,10,Ekim,24,Perşembe,21,50,49,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,50,55,kampusGiris,cikis,bus
2024/10/24,2024,10,Ekim,24,Perşembe,21,51,6,kampusGiris,cikis,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,51,10,kampusGiris,giris,car
2024/10/24,2024,10,Ekim,24,Perşembe,21,51,21,kampusGiris,giris,motorcycle
2024/10/24,2024,10,Ekim,24,Perşembe,21,51,33,kampusGiris,giris,car
